"Slate","Start_VO_ID","End_VO_ID","Life_Phase","Scene_Type","Image_Prompt"
"PV_0008_102","65","66","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Escape montage  -  four ghost overlays fading left to right: South Africa house dissolving, poverty/YMCA dissolving, marriage ring dissolving, Earth/gravity dissolving. Stocky broad stickman walking rightward through trail of dissolutions. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Escaped everything. Escaped gravity itself. Background: warm to cold gradient left to right. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_103","65","66","PHASE_PRESENT","TEXT_OVERLAY","Dark void background  -  faint Mars silhouette at top, faint Earth silhouette at bottom. Large bold white sans-serif text centered: 'Maybe escape is the only thing you actually know how to do.' Minimal. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
"PV_0008_104","46","46","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman in suit jacket, no tie, posting on phone. Round white circle head, dot eyes with bags  -  power expression, dark brown fuller hair buzzed sides longer top, clean-shaven. Publishing government budget data on platform he owns. Three hundred million see it before Congress. Phone screen showing data streaming. Followers counting up. Government control room behind. Data vs democracy. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_105","48","48","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman at conflict-of-interest crossroads. Round white circle head, dot eyes with bags calculating, dark brown fuller hair buzzed sides longer top, clean-shaven. Rocket contract shapes on LEFT hand. Government reform power on RIGHT hand. Dollar streams flowing between both through him. Everyone calculates quietly. Nobody says it. Background fades from government gold to shadow grey. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_106","67","67","CALLBACK_CLOSE","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Launch site trailer  -  stocky broad stickman in sleeping bag on metal floor. Round white circle head, tired dot eyes with bags open, dark brown fuller hair buzzed sides longer top, clean-shaven. Phone on mute beside him. Same position as bathroom floor age twelve in South Africa. Tiles were cold then. Metal floor cold now. Trailer cramped. Rocket visible through window  -  floodlights still on. Sleeping bag motif  -  bathroom → factory → trailer. Beginning and end the same. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_107","67","67","CALLBACK_CLOSE","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Overhead view  -  stocky broad stickman in sleeping bag on trailer metal floor, same angle as bathroom floor childhood shot. Round white circle head, tired dot eyes with bags staring upward, dark brown fuller hair buzzed sides longer top, clean-shaven. Phone muted beside head. Ghost overlay beneath  -  child stickman (thin, small, dark neat hair) lying on bathroom tiles, translucent golden. Two floors. Two eras. Same escape. Same position. Background fading from trailer grey to memory amber. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_108","68","68","CALLBACK_CLOSE","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman's face on sleeping bag, eyes open. Round white circle head, tired dot eyes with bags  -  recognition forming, dark brown fuller hair buzzed sides longer top, clean-shaven. The boy who had to leave became the man who couldn't stop leaving. Two ghost phases overlaid  -  child running LEFT (from South Africa), adult walking RIGHT (toward Mars). Both leaving. Both alone. Background fading to deep blue void. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_109","69","69","CALLBACK_CLOSE","TEXT_OVERLAY","Pure dark void  -  no trailer, no rocket, no floor. Just darkness. Large bold white sans-serif text centered: 'You're still trying to leave.' Second line: 'Only now there's nowhere left to go.' Absolute void. Just words and darkness. Tiny stocky stickman silhouette at bottom center, lying on floor, barely visible. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
"PV_0008_110","69","69","CALLBACK_CLOSE","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Final frame  -  trailer going dark. Rocket floodlights turning off through window. Stocky broad stickman in sleeping bag  -  round white circle head, tired dot eyes with bags closing, dark brown fuller hair buzzed sides longer top, clean-shaven. Darkness consuming trailer. Only phone glow remaining  -  then that too goes dark. Nowhere left to go. Complete darkness descending. Last light fading. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_111","69","69","CALLBACK_CLOSE","NARRATIVE_SCENE","Pure black frame. Faint outline of sleeping bag shape on metal floor. Tiny phone screen, muted, one last notification glow  -  then dark. Complete silence. Complete darkness. Nowhere left to go. Alone. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image"
